,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,filename,sale_year
190,1,0191,Sierra Farm ,,American Theorem,,GR/RO,Colt,American Theorem,American Pharoah,Mighty Renee,,,,,"Gayle Van Leer, Agent",200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
194,1,0195,"Betz Thoroughbreds, Inc., Agent ",,Mine That Star,,B,Colt,Mine That Star,Pioneerof the Nile,Mining My Own,,,,,John C. Oxley,775000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
196,1,0197,"Scott Mallory, Agent II ",,Miss Chanel,,B,Filly,Miss Chanel,Commissioner,Miss Attractive,,,,,"Todd Pletcher, Agent",140000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
197,1,0198,"Taylor Made Sales Agency, Agent CX ",,Forevernoa,,B,Filly,Forevernoa,Constitution,Miss Catalyst,,,,,Layna Kight,60000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
198,1,0199,"Burleson Farms, Agent ",,Censored,,B,Colt,Censored,Hard Spun,Miss Centerfold,,,,,"SF Bloodstock, LLC/Starlight West",200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
200,1,0201,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Antianara,,DB/BR,Filly,Antianara,Medaglia d'Oro,Miss Empire,,,,,Godolphin,475000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
201,1,0202,"Columbiana Farm LLC, Agent I ",,Riggins,,GR/RO,Colt,Riggins,Liam's Map,Miss Houdini,,,,,"Steven W. Young, Agent",225000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
202,1,0203,"Taylor Made Sales Agency, Agent CLIX ",,Matera,,GR/RO,Filly,Matera,Tapit,Miss Macy Sue,,,,,Don Alberto Corporation,1400000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
203,1,0204,"Lane's End, Agent ",,Stop Shoppin Tammy,,GR/RO,Filly,Stop Shoppin Tammy,Tapit,Miss Shop,,,,,Rigney Racing LLC,550000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
205,1,0206,"Gainesway, Agent for Normandy Farm LLC ",,Will Sing for Wine,,CH,Colt,Will Sing for Wine,Will Take Charge,Miss Singhsix (IRE),,,,,"Crupi 18/J. J. Crupi, Agent",75000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
206,1,0207,"Sequel New York, Agent for Chester & Mary Broman ",,Flying Finish,,B,Colt,Flying Finish,Pioneerof the Nile,Misty Rosette,,,,,"Crupi's New Castle/J. J. Crupi, Agent",300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
207,1,0208,"Taylor Made Sales Agency, Agent CLXV ",,Mo American,,GR/RO,Colt,Mo American,American Pharoah,Mo Chuisle,,,,,"L&N Racing, LLC",220000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
208,1,0209,"Betz Thoroughbreds, Inc., Agent ",,Yaupon,,DB/BR,Colt,Yaupon,Uncle Mo,Modification,,,,,Hoby and Layna Kight,350000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
209,1,0210,"Gainesway, Agent XXXIII ",,Pista,,B,Filly,Pista,American Pharoah,Mohini (IRE),,,,,"Tony Lacy, Agent for Heider Family Stables",675000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
210,1,0211,"Summerfield (Francis & Barbara Vanlangendonck), Agent for Stonestreet Bred & Raised",,Vintage Print,,B,Colt,Vintage Print,Curlin,Molly Morgan,,,,,Oxo Equine LLC,1800000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
211,1,0212,"Denali Stud (Craig & Holly Bandoroff), Agent for Stonestreet Bred & Raised",,Crusin Alone,,B,Filly,Crusin Alone,Honor Code,Moonlight Sonata,,,,,Rosedown Racing,100000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
212,1,0213,"Hill 'n' Dale Sales Agency, Agent ",,Speed Mo,,B,Filly,Speed Mo,Uncle Mo,Moon Safari,,,,,Hoby and Layna Kight,150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
213,1,0214,"Gainesway, Agent VI ",,Chocolate Maker,,B,Colt,Chocolate Maker,Empire Maker,More Chocolate,,,,,"Albaugh Family Stable, Kempton/Berkelhammer, Agent",650000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
214,1,0215,"Kingswood Farm, Agent VI ",,Colombe D' Oro,,B,Filly,Colombe D' Oro,Medaglia d'Oro,More Complexity,,,,,Courtlandt Farm,510000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
216,1,0217,"Four Star Sales, Agent for Spendthrift Farm LLC ",,Pretty Temple,,DB/BR,Colt,Pretty Temple,Temple City,More Than Pretty,,,,,"Crupi's New Castle/J. J. Crupi, Agent",300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
217,1,0218,"Lane's End, Agent ",,Sun Cuisine,,B,Colt,Sun Cuisine,Medaglia d'Oro,Moulin de Mougin,,,,,Godolphin,1300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
219,1,0220,"Claiborne Farm, Agent ",,South Coast,,B,Filly,South Coast,War Front,Moyne Abbey,,,,,Godolphin,300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
221,1,0222,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Imperial Presence,,B,Colt,Imperial Presence,Creative Cause,Ms. Cornstalk,,,,,Robert C.Baker and William Mack,235000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
223,1,0224,"Select Sales, Agent LVIII ",,Gaon Magic,,CH,Colt,Gaon Magic,Noble Mission (GB),Mulligatawny,,,,,Triple Crown,95000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
226,1,0227,"Taylor Made Sales Agency, Agent CLXIV ",,Lecce Baroque,,DB/BR,Filly,Lecce Baroque,Uncle Mo,My Fast One,,,,,Carlo Vaccarezza,410000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
227,1,0228,"Clearsky Farms, Agent I ",,My Happy Girl,,GR/RO,Filly,My Happy Girl,American Pharoah,My Happy Face,,,,,"Clay Scherer, Agent",300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
229,1,0230,"Paramount Sales, Agent LXVI ",,Apogee,,DB/BR,Filly,Apogee,Malibu Moon,My Limit,,,,,Waterville Lake Stables Limited LLC,225000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
232,1,0233,"Taylor Made Sales Agency, Agent CLX ",,Friar's Road,,B,Colt,Friar's Road,Quality Road,My Sugar Bear,,,,,"Mike Ryan, Agent",500000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
233,1,0234,"Kaizen Sales (Richard Kent), Agent ",,Weekend Dreamer,,DB/BR,Colt,Weekend Dreamer,Candy Ride (ARG),My Super Nova,,,,,Scott & Evan Dilworth LLC,90000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
234,1,0235,"Taylor Made Sales Agency, Agent CLXXX ",,Ramesses the Great,,DB/BR,Colt,Ramesses the Great,Pioneerof the Nile,Mythical Bride,,,,,M. V.  Magnier,575000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
237,1,0238,"Taylor Made Sales Agency, Agent LXXXVII ",,I Was Looking Up,,B,Filly,I Was Looking Up,Empire Maker,Namaste's Wish,,,,,Thomas Haughey for PTK LLC,425000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
238,1,0239,"Hill 'n' Dale Sales Agency, Agent ",,Mozu Native,,B,Filly,Mozu Native,Bernardini,Native American,,,,,Capital System Co. Ltd,150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
239,1,0240,"St. George Sales, Agent XXI ",,Tiger's Back,,CH,Colt,Tiger's Back,Ghostzapper,Native Strike,,,,,"Albaugh Family Stable, Kempton/Berkelhammer, Agent",370000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
240,1,0241,"Claiborne Farm, Agent ",,Kitzbuhel,,DB/BR,Colt,Kitzbuhel,Medaglia d'Oro,Nebraska,,,,,Cavalier Bloodstock,20000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
241,1,0242,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Cavallina,,B,Filly,Cavallina,Will Take Charge,Nefertiti,,,,,Carlo Vaccarezza,100000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
242,1,0243,"Lane's End, Agent ",,Code Runner,,B,Colt,Code Runner,Honor Code,Nereid,,,,,Calumet Farm,375000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
244,1,0245,"Gainesway, Agent for Normandy Farm LLC ",,Empire Maker --- Nicole H,,B,Colt,,Empire Maker,Nicole H,,,,,"Crupi's New Castle/J. J. Crupi, Agent",150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
247,1,0248,"Upson Downs Farm, Agent ",,Empire Fever,,DB/BR,Colt,Empire Fever,Empire Maker,Nina Fever,,,,,"Crupi's New Castle/J. J. Crupi, Agent",300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
248,2,0249,"Nardelli Sales, Agent II ",,Quixotic,,DB/BR,Colt,Quixotic,Quality Road,Now Now,,,,,Ralph Evans,300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
249,2,0250,"St. George Sales, Agent V ",,Continental Clash,,DB/BR,Colt,Continental Clash,Tiznow,N the Now,,,,,Grand Oaks,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
250,2,0251,"Denali Stud (Craig & Holly Bandoroff), Agent IX ",,Ghost Maker,,CH,Colt,Ghost Maker,Ghostzapper,Oatsee,,,,,Whisper Hill Farm  LLC,300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
251,2,0252,Mt. Brilliant Farm ,,Wyatts Joy,,B,Colt,Wyatts Joy,Kitten's Joy,O' Bella Ballerina,,,,,"Stallionaire Enterprises, LLC",150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
252,2,0253,"Lane's End, Agent ",,Sunceri,,B,Filly,Sunceri,War Front,Often (IRE),,,,,"Crupi's New Castle/J. J. Crupi, Agent",400000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
253,2,0254,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ",,Sieze the Empress,,B,Filly,Sieze the Empress,Carpe Diem,Oil Empress,,,,,"F. Brothers, Agent for Starlight",210000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
254,2,0255,"Hill 'n' Dale Sales Agency, Agent ",,Mo Time At All,,DB/BR,Colt,Mo Time At All,Uncle Mo,Old Time Chicago,,,,,"Lothenbach Stables, Inc.",200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
255,2,0256,"Warrendale Sales, Agent for Sandra Sexton and Silver Fern Farm",,Elegant Bay,,B,Filly,Elegant Bay,Uncle Mo,Oleanda Avenue,,,,,Nick James,170000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
256,2,0257,"St. George Sales, Agent XIX ",,More Or Less,,DB/BR,Filly,More Or Less,More Than Ready,Omaticaya (IRE),,,,,McKathan Bros. I,125000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
260,2,0261,"Lane's End, Agent ",,Acta Non Verba,,B,Colt,Acta Non Verba,Honor Code,Oneofacat,,,,,Calumet Farm,300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
262,2,0263,"Gainesway, Agent for Waymore LLC ",,Happier,,DB/BR,Filly,Happier,Street Sense,On My Way,,,,,"Bob Baffert, Agent",800000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
264,2,0265,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Canadian Pride,,GR/RO,Colt,Canadian Pride,Creative Cause,On the Menu,,,,,Mayberry Farm,250000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
265,2,0266,"James B. Keogh (Grovendale), Agent XIV ",,Port Hunter,,CH,Colt,Port Hunter,Mineshaft,Orabella,,,,,"Dan Hayden, Agent",320000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
266,2,0267,"Claiborne Farm, Agent ",,Almareekh,,DB/BR,Filly,Almareekh,War Front,Orate,,,,,"Shadwell Estate Company, Ltd.",950000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
267,2,0268,"Anderson Farms, Agent ",,Turko Beach,,CH,Filly,Turko Beach,Hard Spun,Orchard Beach,,,,,"Shawn Dugan, Agent",950000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
269,2,0270,"Paramount Sales, Agent LXXVII ",,Summer Splash,,B,Colt,Summer Splash,American Pharoah,Our Love Tap,,,,,Crow-Sharp Venture,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
270,2,0271,"Paramount Sales, Agent XVII ",,More Than Ready --- Out of Reach (GB),,CH,Colt,,More Than Ready,Out of Reach (GB),,,,,"Crupi's Newcastle Farm / J. J. Crupi , Agent",200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
271,2,0272,"Taylor Made Sales Agency, Agent CXL ",,I Hear You,,B,Filly,I Hear You,Street Sense,Overheard,,,,,"Stallionaire Enterprises, LLC",75000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
272,2,0273,"Woodford Thoroughbreds, Agent ",,Obsesivecompulsive,,B,Filly,Obsesivecompulsive,Curlin,Overprepared,,,,,Tommy Town Thoroughbreds,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
274,2,0275,"Denali Stud (Craig & Holly Bandoroff), Agent IX ",,Ghosting Kim,,B,Filly,Ghosting Kim,Ghostzapper,Palanka City,,,,,de Meric Sales,190000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
275,2,0276,"Taylor Made Sales Agency, Agent CXXXVII ",,Core Conviction,,DB/BR,Colt,Core Conviction,American Pharoah,Paradise Playgirl,,,,,Aldrich Hall Bloodstock,435000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
277,2,0278,"Lane's End, Agent ",,Mighty Road,,B,Filly,Mighty Road,Quality Road,Paris Rose,,,,,de Meric Sales,220000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
281,2,0282,"Paramount Sales, Agent LVIII ",,Doc Boy,,B,Colt,Doc Boy,Into Mischief,Peggy May,,,,,"Stallionaire Enterprises, LLC",325000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
282,2,0283,"Kingswood Farm, Agent VII ",,Humor Controller,,B,Colt,Humor Controller,Distorted Humor,Peppy Rafaela,,,,,Phoenix Thoroughbreds,350000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
284,2,0285,"Paramount Sales, Agent LXIII ",,Estilo Peligroso,,B,Colt,Estilo Peligroso,Quality Road,Perils of Pauline,,,,,Peter Linge,275000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
286,2,0287,"Warrendale Sales, Agent XXXVI ",,Turf Flight,,B,Colt,Turf Flight,Distorted Humor,Pianosa,,,,,Spartan Bloodstock,180000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
288,2,0289,"Gainesway, Agent LXII ",,Cara Caterina,,B,Filly,Cara Caterina,Bernardini,Pilfer,,,,,Tracy Farmer,500000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
289,2,0290,"Runnymede Farm, Inc., Agent ",,Barrantes,,CH,Colt,Barrantes,Ghostzapper,Pinch Pie,,,,,White Birch Farm,600000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
290,2,0291,"Dromoland Farm Inc. (Gerry Dilger), Agent XXVII ",,Al Qaqaa,,B,Colt,Al Qaqaa,War Front,Pin Up (IRE),,,,,"Shadwell Estate Company, Ltd.",1200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
292,2,0293,"Taylor Made Sales Agency, Agent LVII ",,Soul Merit,,DB/BR,Colt,Soul Merit,American Pharoah,Placentia,,,,,Triple Crown,135000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
293,2,0294,Penn Sales ,,Mrs. Awesome,,B,Filly,Mrs. Awesome,Awesome Again,Playful Run,,,,,"Gary Contessa, Agent",100000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
296,2,0297,"Brookdale Sales, Agent for Hardacre Farm LLC ",,Thousand Words,,B,Colt,Thousand Words,Pioneerof the Nile,Pomeroys Pistol,,,,,Albaugh Family & Spendthrift LLC,1000000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
297,2,0298,"Eaton Sales, Agent ",,American Citizen,,B,Colt,American Citizen,American Pharoah,Ponche de Leona,,,,,Kildare Stud Farm,80000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
299,2,0300,"Summerfield (Francis & Barbara Vanlangendonck), Agent for Stonestreet Bred & Raised",,Authority Figure,,B,Colt,Authority Figure,Tapit,Potesta,,,,,Clancy Bloodstock,400000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
301,2,0302,"Eaton Sales, Agent ",,American Union,,B,Colt,American Union,Union Rags,Premura,,,,,Hartley/De Renzo Thoroughbreds,320000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
304,2,0305,"Select Sales, Agent for Machmer Hall ",,Flatter Me,,B,Colt,Flatter Me,Flatter,Pretty Miss Trippi,,,,,de Meric Sales,240000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
305,2,0306,"VanMeter-Gentry Sales, Agent XXIII ",,Elfin Queen,,CH,Filly,Elfin Queen,American Pharoah,Pretty 'n Smart,,,,,M. V.  Magnier,1200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
306,2,0307,"Taylor Made Sales Agency, Agent XXXVIII ",,Shared Secret,,B,Filly,Shared Secret,Uncle Mo,Primadona (IRE),,,,,Stetson Racing LLC,275000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
308,2,0309,"Lane's End, Agent ",,Mo Hawk,,DB/BR,Colt,Mo Hawk,Uncle Mo,Princess Arabella,,,,,"SF Bloodstock, LLC/Starlight West",925000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
309,2,0310,"Four Star Sales, Agent ",,Playing the Part,,DB/BR,Filly,Playing the Part,Congrats,Princess Mariah,,,,,"Steven W. Young, Agent",170000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
310,2,0311,"Taylor Made Sales Agency, Agent for Siena Farm LLC ",,Palio Flag,,CH,Filly,Palio Flag,Curlin,Private Ensign,,,,,Stonestreet Stables,350000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
311,2,0312,"Claiborne Farm, Agent ",,Grecian Pharoah,,B,Colt,Grecian Pharoah,American Pharoah,Profess,,,,,"Steven W. Young, Agent",160000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
312,2,0313,"Burleson Farms, Agent ",,Gemcutter,,B,Filly,Gemcutter,Medaglia d'Oro,Profit,,,,,Godolphin,550000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
314,2,0315,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Pharoah's Heart,,GR/RO,Filly,Pharoah's Heart,American Pharoah,Pulsating,,,,,"Tom McCrocklin, Agent",135000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
316,2,0317,"Taylor Made Sales Agency, Agent CLXXX ",,Eight Rings,,DB/BR,Colt,Eight Rings,Empire Maker,Purely Hot,,,,,"SF Bloodstock, LLC/Starlight West",520000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
317,2,0318,"Taylor Made Sales Agency, Agent CLXVII ",,Pure Nile,,DB/BR,Colt,Pure Nile,Pioneerof the Nile,Pure Smiles,,,,,Hartley/De Renzo Thoroughbreds,300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
318,2,0319,"Paramount Sales, Agent LXXVII ",,Distorted Humor --- Purim's Dancer,,B,Colt,,Distorted Humor,Purim's Dancer,,,,,Margaret O'Toole,60000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
320,2,0321,"Four Star Sales, Agent ",,Hibernian Warrior,,DB/BR,Colt,Hibernian Warrior,War Front,Quarter Moon (IRE),,,,,Alliance Bloodstock/ Dale Brennan,420000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
321,2,0322,"Taylor Made Sales Agency, Agent for Siena Farm LLC ",,Onward,,DB/BR,Colt,Onward,Street Sense,Queenofperfection,,,,,Marchmont Stable,600000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
325,2,0326,"Vinery Sales, Agent for Haymarket Farm LLC ",,Motown Music,,B,Colt,Motown Music,Quality Road,Queen's Wood,,,,,China Horse Club/Maverick Racing,250000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
328,2,0329,"Vinery Sales, Agent for Spendthrift Farm LLC ",,Melissani,,DB/BR,Filly,Melissani,Malibu Moon,Ransomed Heart (IRE),,,,,Cobble View Farm,150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
330,2,0331,"Michael C. Byrne, Agent ",,Famished,,B,Colt,Famished,Uncle Mo,Ravenist,,,,,"JSM Equine, LLC",225000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
331,2,0332,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent VIII ",,Zyramid,,GR/RO,Colt,Zyramid,City Zip,Ravi's Song,,,,,Zayat Stables,275000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
333,2,0334,"VanMeter-Gentry Sales, Agent XIV ",,Mr. Hustle,,DB/BR,Colt,Mr. Hustle,Declaration of War,Ready Ready Ready,,,,,William K. Werner,235000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
334,2,0335,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent V ",,Pretty Plum,,DB/BR,Filly,Pretty Plum,More Than Ready,Really and Truly,,,,,Fred Allor,275000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
336,2,0337,"Paramount Sales, Agent XLVIII ",,Miss Addie Pray,,DB/BR,Filly,Miss Addie Pray,Uncle Mo,Red Carpet Miss,,,,,Pacific Light Stable,265000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
339,2,0340,"Paramount Sales, Agent LXV ",,Distorted Moon,,CH,Colt,Distorted Moon,Distorted Humor,Remarkable Moon,,,,,"Charles H. Boden, Agent for Lucky Seven Stables",185000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
340,2,0341,"Taylor Made Sales Agency, Agent for Siena Farm LLC ",,Seize the Day,,B,Colt,Seize the Day,Carpe Diem,Renards Lapin,,,,,China Horse Club/Maverick Racing,550000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
341,2,0342,"Paramount Sales, Agent XLI ",,Kafuji Taurus,,CH,Colt,Kafuji Taurus,Declaration of War,Rendezvous Point,,,,,J.S. Company,410000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
343,2,0344,Columbiana Farm LLC ,,By Your Side,,B,Colt,By Your Side,Constitution,Revered,,,,,"Anderson Stables LLC., Brad Anderson",240000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
344,2,0345,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for Stonestreet Bred & Raised",,Primevere,,DB/BR,Filly,Primevere,Pioneerof the Nile,R Heat Lightning,,,,,"North Hills Co., Ltd.",375000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
345,2,0346,"Clearsky Farms, Agent II ",,Into Victory,,B,Filly,Into Victory,Into Mischief,Rhineshark,,,,,Equine Plus,120000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
346,2,0347,"Denali Stud (Craig & Holly Bandoroff), Agent XLVII ",,Greenbrier,,DB/BR,Colt,Greenbrier,Pioneerof the Nile,R Holiday Mood,,,,,China Horse Club,450000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
347,2,0348,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Imperare,,B,Colt,Imperare,Empire Maker,Rhumb Line,,,,,Columbine Stable,280000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
348,2,0349,"Paramount Sales, Agent XIV ",,Acting Out,,GR/RO,Filly,Acting Out,Blame,Riding Point,,,,,"Kirkwood, Agent",75000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
349,2,0350,"Shawhan Place LLC, Agent for Cane Street Stables LLC ",,Range of Motion,,B,Colt,Range of Motion,More Than Ready,Rigorously,,,,,Crimson Commons Capital,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
350,2,0351,"Legacy Bloodstock, Agent for Mike G. Rutherford ",,Mystic Lancelot,,B,Colt,Mystic Lancelot,Into Mischief,Roadbug,,,,,Spartan Bloodstock,340000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
351,2,0352,"Gainesway, Agent XXXIII ",,Fear the Deer,,B,Colt,Fear the Deer,Declaration of War,Rocktique,,,,,"Dale Romans, Agent",230000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
352,2,0353,"Denali Stud (Craig & Holly Bandoroff), Agent XLVII ",,Leprino,,B,Colt,Leprino,Medaglia d'Oro,Rose to Gold,,,,,"Jamie McCalmont, Agent for Jon Kelly",700000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
353,2,0354,"Gainesway, Agent V ",,Tranquility Base,,B,Colt,Tranquility Base,Tapit,Rote,,,,,Fox Hill Farm,400000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
355,2,0356,"Four Star Sales, Agent ",,Celtic Honor,,DB/BR,Filly,Celtic Honor,Honor Code,Royal Irish Lass,,,,,"D. J. Stable, LLC",300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
356,2,0357,"Gainesway, Agent XVI ",,Uncle Mo --- Rubindy,,DB/BR,Colt,,Uncle Mo,Rubindy,,,,,Phoenix Thoroughbreds,625000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
